pmid,title,year,journal,study_type,pmc_id
25629589,"Role of translocator protein density, a marker of neuroinflammation, in the brain during major depressive episodes.",2015,JAMA psychiatry,human,PMC4836849
25559772,The impact of depression on Veterans with PTSD and traumatic brain injury: a diffusion tensor imaging study.,2015,Biological psychology,human,PMC11898798
25624067,Volume of hippocampal substructures in borderline personality disorder.,2015,Psychiatry research,human,
25596174,Hippocampal dysfunctions caused by cranial irradiation: a review of the experimental evidence.,2015,"Brain, behavior, and immunity",review,
27338163,Desipramine improves depression-like behavior and working memory by up-regulating p-CREB in Alzheimer's disease associated mice.,2016,Journal of integrative neuroscience,animal,
27267860,Transcranial Laser Stimulation as Neuroenhancement for Attention Bias Modification in Adults with Elevated Depression Symptoms.,2016,Brain stimulation,human,PMC5007141
27266967,"Memory performance is related to the cortisol awakening response in older people, but not to the diurnal cortisol slope.",2016,Psychoneuroendocrinology,human,
27265783,Increased neuroplasticity and hippocampal microglia activation in a mice model of rapid antidepressant treatment.,2016,Behavioural brain research,animal,
27265021,Involvement of the Hippocampus in Binge Ethanol-Induced Spleen Atrophy in Adolescent Rats.,2016,"Alcoholism, clinical and experimental research",animal,
27371920,Metabonomic identification of the effects of the Zhimu-Baihe saponins on a chronic unpredictable mild stress-induced rat model of depression.,2016,Journal of pharmaceutical and biomedical analysis,animal,
27373590,Analysis of glucose metabolism of (18)F-FDG in major depression patients using PET imaging: Correlation of salivary cortisol and α-amylase.,2016,Neuroscience letters,human,
27306725,Mindfulness meditation improves emotion regulation and reduces drug abuse.,2016,Drug and alcohol dependence,human,
27376506,Evidence of altered membrane phospholipid metabolism in the anterior cingulate cortex and striatum of patients with bipolar disorder I: A multi-voxel (1)H MRS study.,2016,Journal of psychiatric research,human,
27327267,Anatomic Connections of the Subgenual Cingulate Region.,2016,Neurosurgery,human,
27377319,Neuropeptide Y (NPY) and posttraumatic stress disorder (PTSD): A translational update.,2016,Experimental neurology,review,PMC8375392
27377788,Neural correlates of mindful self-awareness in mindfulness meditators and meditation-naïve subjects revisited.,2016,Biological psychology,human,
27383377,Effects of mineralocorticoid receptor blockade on empathy in patients with major depressive disorder.,2016,"Cognitive, affective & behavioral neuroscience",human,
27368345,Anticipation-related brain connectivity in bipolar and unipolar depression: a graph theory approach.,2016,Brain : a journal of neurology,human,PMC4995358
27383599,Hippocampal MicroRNA-124 Enhances Chronic Stress Resilience in Mice.,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,animal,PMC6705534
27323441,[Effect of Electroacupuncture Intervention on Behavior Changes and Levels of Hippocampal Transforming Growth Factor beta 3 and Basic Fibroblast Growth Factor Proteins in Depression Rats].,2016,Zhen ci yan jiu = Acupuncture research,animal,
27261564,"White matter integrity in major depressive disorder: Implications of childhood trauma, 5-HTTLPR and BDNF polymorphisms.",2016,Psychiatry research. Neuroimaging,human,
27259838,Relationship between prefrontal hemodynamic responses and quality of life differs between melancholia and non-melancholic depression.,2016,Psychiatry research. Neuroimaging,human,
27251865,Altered resting-state functional activity in posttraumatic stress disorder: A quantitative meta-analysis.,2016,Scientific reports,meta_analysis,PMC4890007
27246897,Brain activity and connectivity in response to negative affective stimuli: Impact of dysphoric mood and sex across diagnoses.,2016,Human brain mapping,human,PMC5053909
27387555,Schisandra chinensis produces the antidepressant-like effects in repeated corticosterone-induced mice via the BDNF/TrkB/CREB signaling pathway.,2016,Psychiatry research,animal,
27243477,Chronic activation of NPFFR2 stimulates the stress-related depressive behaviors through HPA axis modulation.,2016,Psychoneuroendocrinology,animal,
27240149,Stress in the zoo: Tracking the impact of stress on memory formation over time.,2016,Psychoneuroendocrinology,human,
27316342,Absence of gut microbiota influences lipopolysaccharide-induced behavioral changes in mice.,2016,Behavioural brain research,animal,
27389007,Smaller gray matter volume of hippocampus/parahippocampus in elderly people with subthreshold depression: a cross-sectional study.,2016,BMC psychiatry,human,PMC4936263
27235865,Hippocampal neurogenesis response: What can we expect from two different models of hypertension?,2016,Brain research,animal,
27235821,"Potential antidepressant-like properties of the TC G-1008, a GPR39 (zinc receptor) agonist.",2016,Journal of affective disorders,animal,
27262028,Differential expression of postsynaptic NMDA and AMPA receptor subunits in the hippocampus and prefrontal cortex of the flinders sensitive line rat model of depression.,2016,"Synapse (New York, N.Y.)",animal,
27269199,Low serotonin1B receptor binding potential in the anterior cingulate cortex in drug-free patients with recurrent major depressive disorder.,2016,Psychiatry research. Neuroimaging,human,
27366831,Amygdala response to explicit sad face stimuli at baseline predicts antidepressant treatment response to scopolamine in major depressive disorder.,2016,Psychiatry research. Neuroimaging,human,PMC6711385
27306593,Hippocampal volume and integrity as predictors of cognitive decline in intact elderly.,2016,Neuroreport,human,PMC4929020
27340088,2D-gel based proteomics unravels neurogenesis and energetic metabolism dysfunction of the olfactory bulb in CUMS rat model.,2016,Behavioural brain research,animal,
27295377,Sustained anterior cingulate cortex activation during reward processing predicts response to psychotherapy in major depressive disorder.,2016,Journal of affective disorders,human,PMC5651145
27343934,Repeated ketamine treatment induces sex-specific behavioral and neurochemical effects in mice.,2016,Behavioural brain research,animal,
27293083,Striatal hypoactivation and cognitive slowing in patients with partially remitted and remitted major depression.,2016,PsyCh journal,human,
27296275,Neural signals of 'intensity' but not 'wanting' or 'liking' of rewards may be trait markers for depression.,2016,"Journal of psychopharmacology (Oxford, England)",human,
27337091,Juvenile exposure to a high fat diet promotes behavioral and limbic alterations in the absence of obesity.,2016,Psychoneuroendocrinology,animal,
27870506,Differential neurometabolite alterations in brains of medication-free individuals with bipolar disorder and those with unipolar depression: a two-dimensional proton magnetic resonance spectroscopy study.,2016,Bipolar disorders,human,
27291341,Brain mechanisms of anxiety's effects on cognitive control in major depressive disorder.,2016,Psychological medicine,human,PMC4946974
27290713,[Resting-state functional magnetic resonance study of the brain's network of the temporal lobe epilepsy patients with depression].,2016,Zhonghua yi xue za zhi,human,
27288958,Relationship of recent stress to amygdala volume in depressed and healthy adults.,2016,Journal of affective disorders,human,PMC8903078
27344619,Disrupted orbitomedial prefrontal limbic network in individuals with later-life depression.,2016,Journal of affective disorders,human,
27287886,"Simultaneous Changes in Sleep, qEEG, Physiology, Behaviour and Neurochemistry in Rats Exposed to Repeated Social Defeat Stress.",2016,Neuropsychobiology,animal,
27346529,Dysregulation of Prefrontal Cortex-Mediated Slow-Evolving Limbic Dynamics Drives Stress-Induced Emotional Pathology.,2016,Neuron,animal,PMC4986697
27297027,Amelioration of oxidative stress-induced phenotype loss of parvalbumin interneurons might contribute to the beneficial effects of environmental enrichment in a rat model of post-traumatic stress disorder.,2016,Behavioural brain research,animal,
27358459,Lasting Adaptations in Social Behavior Produced by Social Disruption and Inhibition of Adult Neurogenesis.,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,animal,PMC4926244
27362845,Preliminary differences in resting state MEG functional connectivity pre- and post-ketamine in major depressive disorder.,2016,Psychiatry research. Neuroimaging,human,PMC4992587
27364160,Modulating adult neurogenesis through dietary interventions.,2016,Nutrition research reviews,review,
27285661,Variations in myo-inositol in fronto-limbic regions and clinical response to electroconvulsive therapy in major depression.,2016,Journal of psychiatric research,human,PMC4980182
27365172,Sensitivity of the prefrontal GABAergic system to chronic stress in male and female mice: Relevance for sex differences in stress-related disorders.,2016,Neuroscience,animal,
27283115,"Predator-based psychosocial stress animal model of PTSD: Preclinical assessment of traumatic stress at cognitive, hormonal, pharmacological, cardiovascular and epigenetic levels of analysis.",2016,Experimental neurology,review,
